<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.11	10:15:00	2911.35	2914.34	2909.14	2914.18	2294	0	5
2025.02.11	10:30:00	2914.18	2914.48	2910.06	2911.49	2510	0	0
2025.02.11	10:45:00	2911.49	2912.65	2907.01	2907.43	1826	0	5
2025.02.11	11:00:00	2907.43	2912.41	2904.92	2910.81	2946	0	0
2025.02.11	11:15:00	2910.81	2911.16	2908.94	2910.01	2583	0	7
2025.02.11	11:30:00	2909.83	2909.91	2903.78	2904.44	3146	0	7
2025.02.11	11:45:00	2904.44	2907.07	2903.04	2903.19	2101	0	7
2025.02.11	12:00:00	2903.19	2907.10	2901.92	2905.87	2572	0	0
2025.02.11	12:15:00	2905.87	2906.54	2903.92	2905.40	2190	0	7
2025.02.11	12:30:00	2905.40	2907.10	2902.27	2903.41	2127	0	7
2025.02.11	12:45:00	2903.25	2904.34	2901.98	2902.70	2363	0	7
2025.02.11	13:00:00	2902.70	2906.32	2902.21	2905.73	2035	0	7
2025.02.11	13:15:00	2905.72	2906.45	2904.43	2904.98	1688	0	7
2025.02.11	13:30:00	2905.03	2905.67	2902.90	2903.79	2107	0	7
2025.02.11	13:45:00	2903.92	2906.70	2903.73	2903.92	2767	0	7
2025.02.11	14:00:00	2903.92	2904.29	2898.28	2900.42	3510	0	2
2025.02.11	14:15:00	2900.42	2903.42	2898.84	2899.59	2809	0	7
2025.02.11	14:30:00	2899.77	2901.69	2897.97	2898.83	3062	0	7
2025.02.11	14:45:00	2898.85	2900.05	2886.96	2889.40	4019	0	3
2025.02.11	15:00:00	2889.25	2890.64	2883.83	2884.71	5185	0	6
2025.02.11	15:15:00	2884.73	2890.42	2881.67	2890.00	4414	0	7
2025.02.11	15:30:00	2889.99	2896.44	2888.00	2895.28	4278	0	6
2025.02.11	15:45:00	2895.28	2898.25	2891.98	2896.57	3868	0	0
2025.02.11	16:00:00	2896.57	2902.27	2895.00	2898.56	4611	0	6
2025.02.11	16:15:00	2898.55	2901.01	2896.51	2900.89	3500	0	7
2025.02.11	16:30:00	2900.88	2904.41	2899.01	2902.66	4178	0	7
2025.02.11	16:45:00	2902.68	2903.33	2895.92	2896.79	3832	0	0
2025.02.11	17:00:00	2896.79	2902.02	2890.87	2901.06	4310	0	2
2025.02.11	17:15:00	2901.06	2901.21	2896.72	2898.18	3442	0	7
2025.02.11	17:30:00	2898.13	2904.68	2896.87	2903.94	3449	0	6
2025.02.11	17:45:00	2903.94	2906.59	2903.89	2904.77	3120	0	7
2025.02.11	18:00:00	2904.69	2906.76	2903.29	2906.49	2858	0	7
2025.02.11	18:15:00	2906.49	2908.67	2905.68	2906.90	2938	0	5
2025.02.11	18:30:00	2906.90	2907.05	2903.43	2903.96	2707	0	6
2025.02.11	18:45:00	2903.89	2905.47	2902.32	2902.41	2366	0	5
2025.02.11	19:00:00	2902.41	2902.41	2899.74	2901.13	2592	0	7
2025.02.11	19:15:00	2901.12	2905.44	2900.88	2905.44	2086	0	7
2025.02.11	19:30:00	2905.44	2906.78	2904.79	2906.04	2104	0	7
2025.02.11	19:45:00	2906.04	2907.41	2905.47	2905.63	2071	0	7
2025.02.11	20:00:00	2905.63	2907.28	2904.37	2905.60	2349	0	7
2025.02.11	20:15:00	2905.60	2906.59	2903.33	2904.50	2227	0	7
2025.02.11	20:30:00	2904.50	2906.55	2904.36	2905.85	1668	0	7
2025.02.11	20:45:00	2905.85	2906.57	2905.51	2905.98	1514	0	7
2025.02.11	21:00:00	2905.98	2906.52	2904.24	2904.41	1568	0	7
2025.02.11	21:15:00	2904.41	2904.67	2900.66	2901.63	1705	0	7
2025.02.11	21:30:00	2901.63	2903.43	2900.38	2901.76	1823	0	6
2025.02.11	21:45:00	2901.76	2901.83	2899.76	2900.19	2043	0	7
2025.02.11	22:00:00	2900.19	2900.50	2898.23	2898.26	2051	0	2
2025.02.11	22:15:00	2898.26	2898.41	2894.39	2895.56	2217	0	7
2025.02.11	22:30:00	2895.55	2896.92	2894.13	2896.67	2177	0	7
2025.02.11	22:45:00	2896.68	2898.33	2896.57	2897.64	2575	0	3
2025.02.11	23:00:00	2897.64	2898.87	2897.51	2897.89	814	0	4
2025.02.11	23:15:00	2897.89	2899.32	2897.85	2898.90	871	0	7
2025.02.11	23:30:00	2898.93	2898.93	2897.89	2898.59	654	0	7
2025.02.11	23:45:00	2898.60	2899.76	2897.61	2897.74	643	0	17
2025.02.12	01:00:00	2898.08	2898.62	2897.01	2898.09	401	0	7
2025.02.12	01:15:00	2898.09	2900.13	2898.04	2899.72	492	0	7
2025.02.12	01:30:00	2899.72	2900.66	2899.12	2900.48	353	0	7
2025.02.12	01:45:00	2900.48	2900.76	2898.45	2898.67	732	0	7
2025.02.12	02:00:00	2898.67	2898.81	2895.18	2897.47	934	0	5
2025.02.12	02:15:00	2897.47	2897.87	2895.14	2895.64	547	0	7
2025.02.12	02:30:00	2895.64	2896.07	2893.30	2893.40	648	0	7
2025.02.12	02:45:00	2893.40	2893.91	2889.20	2892.23	1588	0	5
2025.02.12	03:00:00	2892.23	2897.71	2890.93	2891.55	2894	0	7
2025.02.12	03:15:00	2891.55	2893.75	2889.46	2891.95	2177	0	7
2025.02.12	03:30:00	2891.95	2894.77	2883.62	2893.86	3334	0	6
2025.02.12	03:45:00	2893.86	2895.89	2892.54	2893.30	1734	0	5
2025.02.12	04:00:00	2893.24	2895.75	2892.74	2894.94	1948	0	7
2025.02.12	04:15:00	2894.95	2896.35	2893.54	2896.13	1397	0	0
2025.02.12	04:30:00	2896.13	2897.89	2893.87	2895.33	2444	0	6
2025.02.12	04:45:00	2895.33	2897.14	2891.93	2892.47	1764	0	7
2025.02.12	05:00:00	2892.47	2893.03	2887.82	2888.17	2699	0	5
2025.02.12	05:15:00	2888.17	2891.69	2887.36	2889.87	2175	0	0
2025.02.12	05:30:00	2889.87	2890.09	2887.15	2888.26	1446	0	4
2025.02.12	05:45:00	2888.23	2889.42	2886.81	2888.98	1073	0	7
2025.02.12	06:00:00	2888.98	2888.98	2887.82	2888.62	998	0	7
2025.02.12	06:15:00	2888.65	2890.50	2888.38	2889.70	1153	0	7
2025.02.12	06:30:00	2889.70	2889.88	2885.20	2886.77	1278	0	7
2025.02.12	06:45:00	2886.77	2888.02	2884.14	2885.37	1597	0	7
2025.02.12	07:00:00	2885.37	2886.33	2884.19	2885.08	1268	0	7
2025.02.12	07:15:00	2885.04	2885.94	2883.89	2885.58	1439	0	7
2025.02.12	07:30:00	2885.58	2887.77	2884.76	2887.41	1759	0	0
2025.02.12	07:45:00	2887.41	2888.07	2885.82	2886.40	1695	0	7
2025.02.12	08:00:00	2886.40	2891.86	2885.72	2891.33	1938	0	7
2025.02.12	08:15:00	2891.32	2894.65	2888.83	2890.23	2179	0	7
2025.02.12	08:30:00	2890.25	2890.82	2886.94	2888.13	1417	0	5
2025.02.12	08:45:00	2888.13	2894.36	2887.81	2892.63	1880	0	4
2025.02.12	09:00:00	2892.63	2895.50	2891.69	2893.71	2366	0	7
2025.02.12	09:15:00	2893.71	2895.82	2891.88	2894.63	2274	0	7
2025.02.12	09:30:00	2894.63	2895.06	2890.92	2893.05	1635	0	6
2025.02.12	09:45:00	2893.05	2894.06	2892.44	2892.96	1617	0	7
2025.02.12	10:00:00	2893.09	2893.90	2888.45	2890.11	2415	0	7
2025.02.12	10:15:00	2890.11	2892.18	2888.01	2891.61	1945	0	7
2025.02.12	10:30:00	2891.61	2894.13	2891.14	2893.10	1556	0	7
2025.02.12	10:45:00	2893.10	2893.15	2890.71	2891.74	1871	0	7
2025.02.12	11:00:00	2891.74	2892.98	2890.25	2891.38	1965	0	7
2025.02.12	11:15:00	2891.38	2893.40	2889.60	2889.60	1982	0	7
2025.02.12	11:30:00	2889.60	2891.14	2888.86	2890.44	1749	0	6
2025.02.12	11:45:00	2890.44	2890.59	2886.37	2886.83	1926	0	6
2025.02.12	12:00:00	2886.83	2888.62	2886.42	2887.21	1308	0	6
2025.02.12	12:15:00	2887.21	2889.78	2886.79	2889.67	1573	0	7
2025.02.12	12:30:00	2889.65	2889.90	2879.45	2881.15	2920	0	3
2025.02.12	12:45:00	2881.15	2885.79	2881.15	2882.84	1873	0	7
2025.02.12	13:00:00	2882.83	2883.96	2879.70	2880.45	1653	0	7
2025.02.12	13:15:00	2880.44	2881.89	2879.88	2880.99	1993	0	7
2025.02.12	13:30:00	2880.99	2886.01	2880.99	2883.64	1597	0	7
2025.02.12	13:45:00	2883.64	2883.64	2879.40	2879.70	1285	0	1
2025.02.12	14:00:00	2879.70	2883.08	2878.99	2881.93	2021	0	7
2025.02.12	14:15:00	2881.93	2884.04	2881.12	2882.83	1676	0	0
2025.02.12	14:30:00	2882.82	2884.46	2880.86	2881.85	2193	0	7
2025.02.12	14:45:00	2881.85	2886.02	2881.76	2885.30	2027	0	7
2025.02.12	15:00:00	2885.33	2885.82	2876.75	2878.88	3037	0	7
2025.02.12	15:15:00	2878.89	2879.96	2873.32	2877.85	3921	0	5
2025.02.12	15:30:00	2877.85	2878.01	2864.26	2871.47	5367	0	0
2025.02.12	15:45:00	2871.41	2885.66	2870.72	2884.82	4642	0	0
2025.02.12	16:00:00	2884.82	2894.44	2882.01	2893.82	4700	0	2
2025.02.12	16:15:00	2893.82	2896.26	2890.11	2895.69	3950	0	7
2025.02.12	16:30:00	2895.69	2898.10	2892.54	2893.38	3919	0	5
2025.02.12	16:45:00	2893.38	2896.12	2889.71	2894.63	3723	0	7
2025.02.12	17:00:00	2894.64	2894.86	2886.91	2888.90	3531	0	5
2025.02.12	17:15:00	2888.91	2894.61	2887.82	2892.40	3076	0	7
2025.02.12	17:30:00	2892.40	2895.72	2892.01	2894.80	3162	0	7
2025.02.12	17:45:00	2894.80	2896.01	2892.92	2894.74	3095	0	7
2025.02.12	18:00:00	2894.73	2896.55	2892.25	2894.01	3297	0	5
2025.02.12	18:15:00	2894.01	2894.60	2892.26	2893.74	2775	0	7
2025.02.12	18:30:00	2893.75	2897.38	2893.02	2897.35	2243	0	7
2025.02.12	18:45:00	2897.35	2904.54	2896.95	2902.52	2689	0	0
2025.02.12	19:00:00	2902.47	2909.15	2902.47	2908.80	3184	0	7
2025.02.12	19:15:00	2908.80	2908.81	2903.38	2905.72	2681	0	7
2025.02.12	19:30:00	2905.72	2906.82	2901.95	2902.84	2161	0	7
2025.02.12	19:45:00	2902.83	2904.36	2902.00	2902.88	2145	0	6
2025.02.12	20:00:00	2902.88	2903.87	2900.91	2902.31	2432	0	7
2025.02.12	20:15:00	2902.31	2903.11	2901.03	2902.09	2347	0	5
2025.02.12	20:30:00	2902.06	2903.26	2901.23	2901.69	1893	0	7
2025.02.12	20:45:00	2901.68	2902.75	2900.47	2901.00	1476	0	7
2025.02.12	21:00:00	2901.00	2901.78	2896.89	2897.94	1685	0	6
2025.02.12	21:15:00	2897.94	2898.50	2893.60	2895.09	1781	0	7
2025.02.12	21:30:00	2895.09	2896.76	2894.12	2895.20	1635	0	7
2025.02.12	21:45:00	2895.20	2899.12	2895.06	2897.96	1830	0	5
2025.02.12	22:00:00	2897.96	2897.96	2895.54	2897.82	1320	0	7
2025.02.12	22:15:00	2897.82	2900.22	2897.55	2899.77	1053	0	7
2025.02.12	22:30:00	2899.77	2901.03	2899.56	2900.56	1265	0	7
2025.02.12	22:45:00	2900.56	2901.39	2899.58	2901.03	1763	0	7
2025.02.12	23:00:00	2901.02	2901.66	2900.19	2901.06	1337	0	0
2025.02.12	23:15:00	2901.05	2903.84	2901.01	2902.94	1875	0	6
2025.02.12	23:30:00	2902.94	2903.25	2902.03	2903.00	1043	0	7
2025.02.12	23:45:00	2903.01	2904.26	2902.93	2904.17	1118	0	17
2025.02.13	01:00:00	2904.08	2905.11	2904.02	2904.10	504	0	7
2025.02.13	01:15:00	2904.10	2904.27	2901.91	2902.01	266	0	7
2025.02.13	01:30:00	2902.01	2902.44	2900.60	2901.86	498	0	7
2025.02.13	01:45:00	2901.86	2906.60	2901.78	2905.82	888	0	7
2025.02.13	02:00:00	2905.80	2908.33	2904.55	2907.94	780	0	7
2025.02.13	02:15:00	2907.94	2908.52	2904.57	2906.58	872	0	7
2025.02.13	02:30:00	2906.49	2909.00	2906.17	2908.87	627	0	7
2025.02.13	02:45:00	2908.86	2909.11	2905.93	2906.31	1093	0	5
2025.02.13	03:00:00	2906.31	2907.05	2903.38	2905.73	2039	0	7
2025.02.13	03:15:00	2905.74	2906.61	2901.61	2902.44	1730	0	5
2025.02.13	03:30:00	2902.44	2904.68	2901.51	2904.28	1733	0	7
2025.02.13	03:45:00	2904.28	2907.44	2904.17	2906.07	1437	0	7
2025.02.13	04:00:00	2906.07	2907.32	2905.38	2906.32	1646	0	7
2025.02.13	04:15:00	2906.32	2907.61	2906.32	2907.18	1040	0	7
2025.02.13	04:30:00	2907.18	2909.05	2906.97	2908.17	1804	0	7
2025.02.13	04:45:00	2908.17	2909.09	2906.74	2908.91	1557	0	7
2025.02.13	05:00:00	2908.91	2909.12	2907.30	2908.76	1146	0	7
2025.02.13	05:15:00	2908.76	2917.31	2908.73	2915.00	2110	0	7
2025.02.13	05:30:00	2915.00	2917.81	2914.17	2916.72	1443	0	7
2025.02.13	05:45:00	2916.72	2918.11	2916.26	2916.60	811	0	7
2025.02.13	06:00:00	2916.60	2918.73	2916.34	2918.60	1401	0	7
2025.02.13	06:15:00	2918.60	2918.63	2916.30	2917.71	1001	0	7
2025.02.13	06:30:00	2917.71	2918.91	2916.63	2917.36	1134	0	7
2025.02.13	06:45:00	2917.36	2919.26	2916.86	2918.63	869	0	7
2025.02.13	07:00:00	2918.73	2920.48	2917.81	2919.97	915	0	7
2025.02.13	07:15:00	2919.97	2922.87	2919.89	2922.43	1056	0	0
2025.02.13	07:30:00	2922.43	2922.51	2920.19	2920.93	1085	0	7
2025.02.13	07:45:00	2920.93	2921.03	2916.50	2918.18	1908	0	3
2025.02.13	08:00:00	2918.18	2918.84	2914.52	2917.31	2090	0	6
2025.02.13	08:15:00	2917.31	2917.89	2915.29	2916.14	1760	0	7
2025.02.13	08:30:00	2916.14	2916.14	2912.64	2914.07	2148	0	7
2025.02.13	08:45:00	2914.06	2916.40	2913.61	2916.17	1300	0	7
2025.02.13	09:00:00	2916.13	2917.58	2914.32	2916.62	1082	0	1
2025.02.13	09:15:00	2916.62	2918.05	2914.56	2916.27	1675	0	7
2025.02.13	09:30:00	2916.27	2920.88	2913.25	2915.79	2545	0	7
2025.02.13	09:45:00	2915.80	2918.63	2914.61	2914.67	1950	0	6
2025.02.13	10:00:00	2914.69	2918.09	2910.80	2910.80	2220	0	5
2025.02.13	10:15:00	2910.83	2915.57	2910.66	2912.32	2427	0	7
2025.02.13	10:30:00	2912.32	2914.00	2909.40	2911.80	1644	0	7
2025.02.13	10:45:00	2911.80	2913.57	2910.63	2911.73	1412	0	7
2025.02.13	11:00:00	2911.76	2914.09	2909.91	2912.80	1675	0	7
2025.02.13	11:15:00	2912.80	2914.69	2912.44	2913.79	1393	0	7
2025.02.13	11:30:00	2913.79	2915.15	2912.97	2914.11	1081	0	7
2025.02.13	11:45:00	2914.11	2918.38	2914.11	2915.28	1593	0	7
2025.02.13	12:00:00	2915.28	2918.00	2913.98	2917.11	958	0	7
2025.02.13	12:15:00	2917.11	2918.22	2915.39	2915.96	840	0	7
2025.02.13	12:30:00	2915.96	2918.34	2915.32	2918.27	1178	0	7
2025.02.13	12:45:00	2918.27	2919.49	2917.20	2918.09	1221	0	7
2025.02.13	13:00:00	2918.00	2918.30	2916.65	2917.68	1328	0	7
2025.02.13	13:15:00	2917.68	2918.45	2915.79	2916.76	1181	0	7
2025.02.13	13:30:00	2916.77	2918.19	2916.34	2917.85	1282	0	7
2025.02.13	13:45:00	2917.85	2918.23	2915.48	2918.09	2646	0	7
2025.02.13	14:00:00	2918.09	2920.34	2915.71	2919.42	1657	0	7
2025.02.13	14:15:00	2919.42	2919.66	2917.25	2917.94	1156	0	7
2025.02.13	14:30:00	2917.94	2921.41	2917.94	2919.67	1557	0	6
2025.02.13	14:45:00	2919.67	2920.20	2917.23	2917.74	1456	0	7
2025.02.13	15:00:00	2917.75	2917.96	2913.00	2915.39	2995	0	7
2025.02.13	15:15:00	2915.39	2916.70	2910.96	2911.91	2677	0	7
2025.02.13	15:30:00	2911.91	2917.83	2908.48	2912.71	4141	0	7
2025.02.13	15:45:00	2912.65	2913.09	2905.91	2908.49	3285	0	7
2025.02.13	16:00:00	2908.43	2912.98	2906.59	2911.69	3076	0	7
2025.02.13	16:15:00	2911.66	2913.73	2909.10	2909.39	2866	0	7
2025.02.13	16:30:00	2909.37	2916.40	2907.89	2914.39	3443	0	6
2025.02.13	16:45:00	2914.31	2917.36	2913.35	2915.15	2716	0	0
2025.02.13	17:00:00	2915.15	2919.20	2914.64	2918.84	3195	0	7
2025.02.13	17:15:00	2918.85	2919.71	2915.90	2916.18	2412	0	7
2025.02.13	17:30:00	2916.19	2919.96	2915.48	2917.11	2691	0	7
2025.02.13	17:45:00	2917.11	2920.99	2916.78	2920.29	2384	0	7
2025.02.13	18:00:00	2920.28	2920.84	2918.76	2919.92	2043	0	7
2025.02.13	18:15:00	2919.92	2919.92	2916.65	2917.88	2044	0	0
2025.02.13	18:30:00	2917.84	2917.92	2915.63	2916.52	1955	0	7
2025.02.13	18:45:00	2916.52	2916.54	2913.06	2913.90	1804	0	7
2025.02.13	19:00:00	2913.89	2916.87	2913.61	2916.31	1650	0	7
2025.02.13	19:15:00	2916.31	2917.30	2914.86	2916.42	1409	0	7
2025.02.13	19:30:00	2916.41	2917.23	2914.80	2916.36	1551	0	7
2025.02.13	19:45:00	2916.36	2919.15	2916.11	2918.95	2496	0	7
2025.02.13	20:00:00	2918.96	2918.96	2915.98	2915.98	1824	0	7
2025.02.13	20:15:00	2915.98	2917.75	2914.91	2917.19	2147	0	7
2025.02.13	20:30:00	2917.22	2919.73	2914.35	2918.18	2344	0	7
2025.02.13	20:45:00	2918.02	2925.34	2917.64	2924.15	2636	0	6
2025.02.13	21:00:00	2924.14	2926.62	2923.94	2926.48	2036	0	7
2025.02.13	21:15:00	2926.40	2927.25	2924.56	2926.49	1375	0	7
2025.02.13	21:30:00	2926.49	2927.14	2925.80	2926.47	1197	0	7
2025.02.13	21:45:00	2926.47	2927.37	2925.38	2926.86	1280	0	7
2025.02.13	22:00:00	2926.86	2926.89	2925.29	2926.32	1181	0	7
2025.02.13	22:15:00	2926.32	2928.90	2925.74	2926.03	1522	0	5
2025.02.13	22:30:00	2926.04	2928.73	2925.76	2928.12	1932	0	7
2025.02.13	22:45:00	2928.12	2929.05	2924.93	2928.51	2074	0	7
2025.02.13	23:00:00	2928.48	2929.04	2928.26	2928.50	565	0	7
2025.02.13	23:15:00	2928.50	2929.01	2928.07	2928.43	615	0	7
2025.02.13	23:30:00	2928.43	2929.33	2928.21	2929.24	889	0	7
2025.02.13	23:45:00	2929.24	2929.47	2928.15	2928.46	1039	0	17
2025.02.14	01:00:00	2927.70	2928.95	2927.34	2928.27	526	0	7
2025.02.14	01:15:00	2928.27	2931.36	2928.14	2930.90	569	0	7
2025.02.14	01:30:00	2930.90	2932.41	2930.69	2931.25	756	0	1
2025.02.14	01:45:00	2931.25	2932.30	2930.83	2931.16	664	0	7
2025.02.14	02:00:00	2931.12	2931.37	2927.53	2927.88	919	0	7
2025.02.14	02:15:00	2927.88	2929.28	2927.62	2928.48	1141	0	7
2025.02.14	02:30:00	2928.47	2929.23	2927.85	2928.41	699	0	7
2025.02.14	02:45:00	2928.41	2928.75	2927.79	2927.88	428	0	7
2025.02.14	03:00:00	2927.88	2933.42	2927.88	2931.56	1974	0	0
2025.02.14	03:15:00	2931.56	2933.89	2930.88	2931.72	1930	0	7
2025.02.14	03:30:00	2931.59	2932.59	2930.09	2930.36	1360	0	7
2025.02.14	03:45:00	2930.36	2931.94	2928.51	2929.97	1606	0	0
2025.02.14	04:00:00	2929.97	2930.56	2926.81	2928.12	1467	0	5
2025.02.14	04:15:00	2928.12	2928.43	2925.94	2927.68	1159	0	7
2025.02.14	04:30:00	2927.67	2928.64	2926.28	2927.14	1386	0	7
2025.02.14	04:45:00	2927.14	2928.55	2926.85	2927.40	1250	0	7
2025.02.14	05:00:00	2927.41	2930.09	2927.33	2929.06	1208	0	6
2025.02.14	05:15:00	2929.06	2930.41	2928.32	2928.87	1153	0	7
2025.02.14	05:30:00	2928.79	2929.12	2923.42	2924.26	1090	0	6
2025.02.14	05:45:00	2924.26	2925.89	2923.35	2924.48	1342	0	7
2025.02.14	06:00:00	2924.48	2926.15	2923.94	2924.93	910	0	7
2025.02.14	06:15:00	2924.93	2927.40	2924.92	2926.45	849	0	7
2025.02.14	06:30:00	2926.45	2927.47	2925.98	2927.32	769	0	7
2025.02.14	06:45:00	2927.32	2929.24	2927.08	2928.45	1237	0	7
2025.02.14	07:00:00	2928.45	2929.24	2927.87	2928.65	941	0	7
2025.02.14	07:15:00	2928.67	2929.35	2928.25	2928.53	1196	0	7
2025.02.14	07:30:00	2928.53	2930.01	2926.90	2929.93	1776	0	7
2025.02.14	07:45:00	2930.00	2932.46	2929.46	2930.97	1404	0	7
2025.02.14	08:00:00	2930.96	2932.94	2929.89	2931.41	1949	0	7
2025.02.14	08:15:00	2931.40	2933.48	2930.90	2933.15	2118	0	7
2025.02.14	08:30:00	2933.15	2936.58	2932.61	2936.58	1798	0	7
2025.02.14	08:45:00	2936.58	2936.87	2933.23	2934.35	1943	0	7
2025.02.14	09:00:00	2934.36	2934.36	2932.13	2933.20	1465	0	7
2025.02.14	09:15:00	2933.20	2933.95	2930.64	2932.24	1752	0	7
2025.02.14	09:30:00	2932.24	2934.40	2932.00	2933.01	1519	0	7
2025.02.14	09:45:00	2933.01	2935.17	2930.93	2931.86	1589	0	6
2025.02.14	10:00:00	2931.86	2936.22	2930.86	2936.21	1611	0	7
2025.02.14	10:15:00	2936.23	2938.55	2935.26	2936.58	2128	0	7
2025.02.14	10:30:00	2936.62	2937.17	2933.91	2934.48	1624	0	7
2025.02.14	10:45:00	2934.50	2936.08	2933.46	2935.41	1678	0	7
2025.02.14	11:00:00	2935.41	2937.72	2934.71	2937.65	1784	0	4
2025.02.14	11:15:00	2937.65	2938.30	2936.39	2937.89	1435	0	6
2025.02.14	11:30:00	2937.89	2938.79	2934.19	2934.48	1532	0	7
2025.02.14	11:45:00	2934.48	2935.60	2934.15	2935.28	1637	0	7
2025.02.14	12:00:00	2935.28	2937.23	2934.38	2935.82	1661	0	7
2025.02.14	12:15:00	2935.82	2939.63	2935.57	2939.01	2508	0	7
2025.02.14	12:30:00	2939.02	2940.05	2936.78	2937.16	1521	0	7
2025.02.14	12:45:00	2937.18	2937.37	2935.17	2935.99	1573	0	7
2025.02.14	13:00:00	2935.99	2937.63	2933.53	2935.32	1558	0	7
2025.02.14	13:15:00	2935.32	2936.24	2934.16	2934.24	1116	0	7
2025.02.14	13:30:00	2934.24	2934.91	2933.55	2933.98	1283	0	7
2025.02.14	13:45:00	2933.98	2933.98	2929.37	2931.04	1663	0	7
2025.02.14	14:00:00	2931.04	2931.50	2929.26	2931.03	2027	0	7
2025.02.14	14:15:00	2931.03	2933.16	2930.99	2932.13	1568	0	6
2025.02.14	14:30:00	2932.14	2932.46	2927.83	2929.30	1795	0	3
2025.02.14	14:45:00	2929.30	2931.41	2929.14	2930.89	1909	0	7
2025.02.14	15:00:00	2930.79	2931.58	2926.21	2927.57	3086	0	0
2025.02.14	15:15:00	2927.57	2930.85	2926.36	2927.35	3303	0	7
2025.02.14	15:30:00	2927.35	2933.13	2917.98	2918.06	4596	0	0
2025.02.14	15:45:00	2918.07	2922.79	2917.77	2920.67	4514	0	0
2025.02.14	16:00:00	2920.61	2923.58	2914.45	2922.27	4519	0	6
2025.02.14	16:15:00	2922.27	2928.12	2921.58	2926.77	3978	0	7
2025.02.14	16:30:00	2926.77	2928.40	2921.61	2923.38	3962	0	3
2025.02.14	16:45:00	2923.37	2924.48	2918.62	2921.11	3534	0	5
2025.02.14	17:00:00	2921.11	2921.93	2914.46	2914.49	4355	0	5
2025.02.14	17:15:00	2914.49	2915.78	2897.55	2900.42	5163	0	0
2025.02.14	17:30:00	2900.42	2907.07	2893.05	2905.36	4501	0	3
2025.02.14	17:45:00	2905.37	2906.22	2900.36	2901.95	3980	0	4
2025.02.14	18:00:00	2901.95	2903.91	2898.69	2900.18	3786	0	5
2025.02.14	18:15:00	2900.18	2901.10	2892.92	2893.53	3967	0	1
2025.02.14	18:30:00	2893.51	2896.12	2891.25	2892.40	3537	0	7
2025.02.14	18:45:00	2892.39	2897.22	2888.62	2896.06	3599	0	7
2025.02.14	19:00:00	2896.11	2897.70	2892.61	2893.72	2934	0	7
2025.02.14	19:15:00	2893.67	2895.23	2892.91	2893.30	2748	0	4
2025.02.14	19:30:00	2893.30	2894.12	2885.86	2887.47	2624	0	6
2025.02.14	19:45:00	2887.46	2888.66	2885.53	2887.06	3011	0	2
2025.02.14	20:00:00	2887.08	2887.45	2883.83	2884.54	2436	0	7
2025.02.14	20:15:00	2884.54	2888.04	2884.27	2886.25	2641	0	7
2025.02.14	20:30:00	2886.25	2886.64	2882.28	2883.24	2338	0	7
2025.02.14	20:45:00	2883.24	2884.93	2882.22	2883.97	1618	0	7
2025.02.14	21:00:00	2884.04	2886.11	2883.94	2884.80	1601	0	7
2025.02.14	21:15:00	2884.70	2884.80	2882.18	2883.21	1470	0	7
2025.02.14	21:30:00	2883.22	2883.35	2881.77	2882.39	1580	0	7
2025.02.14	21:45:00	2882.39	2882.62	2878.88	2880.67	1782	0	7
2025.02.14	22:00:00	2880.66	2881.56	2880.36	2880.68	1498	0	7
2025.02.14	22:15:00	2880.69	2883.05	2880.07	2882.37	1460	0	7
2025.02.14	22:30:00	2882.34	2882.41	2877.00	2879.02	2076	0	7
2025.02.14	22:45:00	2879.03	2886.27	2878.32	2885.36	3101	0	7
2025.02.14	23:00:00	2885.34	2885.65	2883.30	2883.87	1342	0	7
2025.02.14	23:15:00	2883.87	2884.06	2882.53	2883.33	923	0	7
2025.02.14	23:30:00	2883.33	2883.43	2882.16	2882.92	785	0	7
2025.02.14	23:45:00	2882.91	2883.50	2882.48	2882.61	735	0	17
2025.02.17	01:00:00	2884.90	2893.88	2881.74	2893.37	1935	0	7
2025.02.17	01:15:00	2893.37	2893.61	2880.67	2883.40	2017	0	0
2025.02.17	01:30:00	2883.40	2883.40	2879.44	2881.61	1492	0	3
2025.02.17	01:45:00	2881.61	2882.43	2878.89	2879.24	1480	0	0
2025.02.17	02:00:00	2879.24	2887.74	2879.24	2885.77	1256	0	6
2025.02.17	02:15:00	2885.77	2888.11	2882.03	2882.32	1137	0	0
2025.02.17	02:30:00	2882.32	2887.45	2882.11	2884.77	998	0	7
2025.02.17	02:45:00	2884.77	2885.26	2883.42	2883.76	859	0	7
2025.02.17	03:00:00	2883.76	2889.34	2882.74	2888.47	2992	0	7
2025.02.17	03:15:00	2888.47	2891.19	2887.25	2890.63	2312	0	6
2025.02.17	03:30:00	2890.63	2896.66	2890.52	2894.93	2433	0	6
2025.02.17	03:45:00	2894.96	2896.80	2891.97	2895.75	2068	0	3
2025.02.17	04:00:00	2895.75	2897.64	2894.07	2897.61	1811	0	7
2025.02.17	04:15:00	2897.63	2897.63	2894.55	2896.49	1196	0	7
2025.02.17	04:30:00	2896.49	2899.83	2893.96	2898.22	1862	0	7
2025.02.17	04:45:00	2898.22	2899.34	2896.62	2899.25	1722	0	2
2025.02.17	05:00:00	2899.25	2900.67	2897.77	2900.58	1472	0	6
2025.02.17	05:15:00	2900.58	2901.45	2899.43	2901.17	1662	0	6
